Ticker,Sector,Industry,Company_Type,Current_Price,DCF_Price,Technical_Price,Comparable_Price,Startup_Price,Equity Value,RSI 14,Current_Multiples,Technical Trend on MA,MA_20,MA_50,MA_200,Relative_Valuation,Last_Close,Market_Cap,PE_Ratio,Revenue_Growth,Quality_Score,Quality_Grade,Growth_Quality,Median_Growth,Current_Revenue,Implied_Value_Estimate,Key_Risks,Recommendation,Confidence,Signal-Bullish,Signal-Bearish,Signal-Neutral,Signal-DCF,Signal-Startup,Signal-Technical,Signal-Comparable,Risk_Level,Investment_Thesis,Data_Quality,Next_Steps,Errors
AALG,,,startup_loss_making,$0.00,$0.00,$8.91,$0.00,$0.00,$0,39.68531521584517,,Short-term Downtrend,13.860349941253663,13.363559989929199,,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Short-term Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
AAME,Financial Services,Insurance - Life,financial,$3.33,$3.79,$5.55,$12.70,$0.00,"$77,252,375",58.25613981172476,"{'pe': 33.3, 'ps': 0.3413599, 'pb': 0.6401384}",Strong Uptrend,3.3419999837875367,2.844799997806549,1.9294870126247405,Undervalued,$0.00,"$67,922,768",33.3,0.16,34,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 14% upside', 'Technical: Strong Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Buy,,Buy,Buy,Medium,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
AAOI,Technology,Communication Equipment,startup_loss_making,$28.06,$0.00,$65.49,$0.00,$8.05,$0,55.753546507239896,,Strong Uptrend,26.30349988937378,25.14900005340576,23.5343000793457,N/A,$0.00,"$1,749,648,896",,1.379,30,D,Weak (<15%),5.3%,"$249,365,000","$648,349,000","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
AAON,Industrials,Building Products & Equipment,turnaround,$94.26,$2.39,$122.70,$26.02,$0.00,"$194,781,020",65.65276083429879,"{'pe': 64.12245, 'ps': 6.106099, 'pb': 9.2258005}",Uptrend,84.2693260192871,82.02310958862304,93.94563674926758,Overvalued,$0.00,"$7,685,081,088",64.12245,0.168,59,C,,0,$0,$0,[],HOLD,Low,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['DCF shows -97% downside', 'Trading above peer multiples']",[],Strong Sell,,Buy,Sell,Low,Turnaround company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
AAPB,,,startup_loss_making,$0.00,$0.00,$39.63,$0.00,$0.00,$0,71.15638695532361,,Uptrend,26.27405023574829,24.043520202636717,24.908245038986205,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
AAPD,,,startup_loss_making,$0.00,$0.00,$16.49,$0.00,$0.00,$0,28.185819797965948,,Strong Downtrend,15.057329511642456,15.867116794586181,16.485105242729187,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
AAPG,Healthcare,Biotechnology,startup_loss_making,$38.08,$0.00,$30.58,$0.00,$151.31,$0,41.302568725452325,,Short-term Downtrend,40.09385032653809,40.78634017944336,,N/A,$0.00,"$3,567,921,408",,-0.716,2,D,Exceptional (>50%),341.8%,"$980,650,000","$14,121,360,000","['High volatility - total loss possible', 'Weak financial health']",MONITOR,Low,['Strong revenue growth with adequate runway'],"['Technical: Short-term Downtrend', 'Poor quality metrics']",[],,Speculative Buy,Sell,,Very High,High-risk speculative play on revenue growth potential. Speculative Buy based on cash runway and growth metrics.,Medium,"['Wait for clearer fundamental signals', 'Consider adding to watchlist for quarterly review']",[]
AAPU,,,startup_loss_making,$0.00,$0.00,$42.85,$0.00,$0.00,$0,71.72353813304744,,Uptrend,28.357449531555176,25.960546875,27.043176956176758,N/A,$0.00,$0,47.138557,,5,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
AARD,Healthcare,Biotechnology,startup_loss_making,$11.44,$0.00,$17.85,$0.00,$6.51,$0,62.00250514947998,,Short-term Uptrend,9.297999954223632,10.782399940490723,,N/A,$0.00,"$248,167,904",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Weak financial health']",AVOID,High,"['Technical: Short-term Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
AAUS,,,startup_loss_making,$0.00,$0.00,$56.78,$0.00,$0.00,$0,68.33832390298524,,Near-term Uptrend,52.716149711608885,,,N/A,$0.00,$0,27.656,,10,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Near-term Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
AAVM,,,startup_loss_making,$0.00,$0.00,$33.91,$0.00,$0.00,$0,66.05096012448938,,Strong Uptrend,28.304550075531004,27.636139945983885,26.042761478424072,N/A,$0.00,$0,15.01393,,20,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
AAXJ,,,startup_loss_making,$0.00,$0.00,$109.16,$0.00,$0.00,$0,69.2303619890669,,Strong Uptrend,88.7504997253418,86.59980010986328,77.91423629760742,N/A,$0.00,$0,16.641977,,20,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ABAT,Industrials,Waste Management,startup_loss_making,$4.13,$0.00,$9.72,$0.00,$0.43,$0,80.15682206025406,,Strong Uptrend,2.6760000228881835,2.5536000084877015,1.6698900014162064,N/A,$0.00,"$487,533,664",,7.081,35,D,Exceptional (>50%),1149.0%,"$4,290,224","$51,482,688","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ABCL,Healthcare,Biotechnology,startup_loss_making,$4.90,$0.00,$8.56,$0.00,$1.61,$0,60.543362133746776,,Strong Uptrend,4.401999986171722,4.445999999046325,3.1965749996900557,N/A,$0.00,"$1,464,281,344",,1.333,35,D,Declining,-24.2%,"$28,833,000","$69,199,200","['Bankruptcy risk', 'Weak financial health']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ABCS,,,startup_loss_making,$0.00,$0.00,$35.99,$0.00,$0.00,$0,51.30256389843557,,Strong Uptrend,30.35870008468628,29.707859954833985,28.53877157211304,N/A,$0.00,$0,14.561155,,20,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ABEO,Healthcare,Biotechnology,turnaround,$5.51,$-24.07,$4.59,$22.65,$0.00,"$-1,234,130,044",31.19566986904283,"{'pe': 8.609376, 'ps': 706.36194, 'pb': 1.7261906}",Downtrend,6.378499984741211,6.533600015640259,5.842749996185303,Undervalued,$0.00,"$282,544,768",8.609376,,55,C,,0,$0,$0,[],SELL,Medium,['Trading below peer multiples'],"['DCF shows -537% downside', 'Technical: Downtrend', 'High volume selling pressure']",[],Strong Sell,,Sell,Buy,Low,Turnaround company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
ABI,,,startup_loss_making,$0.00,$0.00,$25.25,$0.00,$0.00,$0,44.27736563144322,,Short-term Uptrend,25.106662368774415,25.01627296447754,,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Short-term Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ABIG,,,startup_loss_making,$0.00,$0.00,$33.80,$0.00,$0.00,$0,56.580702152738986,,Short-term Uptrend,31.27680015563965,30.92748016357422,,N/A,$0.00,$0,28.952293,,10,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Short-term Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ABL,Financial Services,Insurance - Life,financial,$6.08,$-31.90,$7.72,$4.22,$0.00,"$-3,059,704,651",40.10285993752854,"{'pe': None, 'ps': 3.6061418, 'pb': 1.3400925}",Uptrend,6.6089999914169315,6.073200016021729,7.060674996376037,Overvalued,$0.00,"$583,201,344",,0.934,27,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['DCF shows -625% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ABLLL,,,startup_loss_making,$0.00,$0.00,$30.02,$0.00,$0.00,$0,54.823284977274334,,Uptrend,25.041349792480467,24.76975643157959,24.881501598358156,N/A,$0.00,$0,,,3,D,Exceptional (>50%),68.6%,"$111,923,786","$895,390,288","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ABLV,Communication Services,Advertising Agencies,startup_loss_making,$0.90,$0.00,$0.99,$0.00,$10.49,$0,47.154421157813715,,Strong Downtrend,0.9199500024318695,0.9623199999332428,0.9912350007891655,N/A,$0.00,"$44,203,980",,-0.017,5,D,Weak (<15%),2.6%,"$128,932,647","$257,865,294","['Bankruptcy risk', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ABLVW,Communication Services,Advertising Agencies,startup_loss_making,$0.03,$0.00,$0.03,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,-0.017,5,D,Weak (<15%),2.6%,"$128,932,647","$257,865,294","['Bankruptcy risk', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ABNB,Consumer Cyclical,Travel Services,mature_profitable,$123.50,$203.93,$130.55,$69.79,$0.00,"$87,503,831,306",44.816901780549195,"{'pe': 29.975729, 'ps': 6.529456, 'pb': 9.72824}",Strong Downtrend,125.17600135803222,128.74940063476564,130.55112571716307,Overvalued,$0.00,"$75,611,103,232",29.975729,0.127,57,C,,0,$0,$0,[],HOLD,Medium,['DCF shows 65% upside'],"['Technical: Strong Downtrend', 'Trading above peer multiples']",[],Strong Buy,,Sell,Sell,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ABOS,Healthcare,Biotechnology,startup_loss_making,$1.23,$0.00,$0.95,$0.00,$1.87,$0,41.5756369970558,,Downtrend,1.3415000081062316,1.397799997329712,1.3537699994444847,N/A,$0.00,"$74,505,312",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ABP,Healthcare,Biotechnology,startup_loss_making,$0.21,$0.00,$0.60,$0.00,$0.00,$0,47.42719641972286,,Strong Downtrend,0.21455000191926957,0.2382400006055832,0.5957299990206957,N/A,$0.00,"$16,843,018",,,5,D,Declining,-22.0%,"$183,000","$439,200","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ABPWW,Healthcare,Biotechnology,startup_loss_making,$0.03,$0.00,$0.03,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,,5,D,Declining,-22.0%,"$183,000","$439,200","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ABSI,Healthcare,Biotechnology,startup_loss_making,$2.60,$0.00,$3.09,$0.00,$0.81,$0,48.95326030559379,,Strong Downtrend,2.5360000014305113,2.7778000020980835,3.09427499294281,N/A,$0.00,"$388,758,848",,-0.533,20,D,Declining,-0.5%,"$4,534,000","$10,881,600","['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ABTS,Financial Services,Capital Markets,financial,$8.41,$1.47,$127.90,$7.42,$0.00,"$3,495,608",77.33666954898752,"{'pe': None, 'ps': 2.8323457, 'pb': 1.98912}",Strong Uptrend,4.70739997625351,4.453599991798401,2.776144997626543,Overvalued,$0.00,"$19,931,658",,0.089,15,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Technical: Strong Uptrend'],"['DCF shows -82% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Financial company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
ABUS,Healthcare,Biotechnology,startup_loss_making,$4.46,$0.00,$6.40,$0.00,$0.56,$0,62.134517551061734,,Strong Uptrend,4.198000025749207,3.6776000165939333,3.4191500055789947,N/A,$0.00,"$854,976,128",,5.222,35,D,Declining,-53.5%,"$6,171,000","$14,810,400","['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ABVC,Healthcare,Biotechnology,startup_loss_making,$2.90,$0.00,$1.78,$0.00,$0.24,$0,51.82401558681735,,Downtrend,2.8174999833106993,2.961799988746643,1.5586799922585488,N/A,$0.00,"$68,271,288",,,8,D,Exceptional (>50%),172.6%,"$509,589","$7,338,082","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
