Batch_Number,Rows_Analyzed,Total_Stocks,Sector_Distribution,Company_Types,Avg_DCF_Discount,Quality_Distribution,Risk_Summary,Recommendation_Summary,Top_Opportunities,Validation_Issues,Problematic_Stocks,Avg_Consensus_Deviation,High_Divergence_Count,Contrarian_Opportunities,Analyst_Coverage_Avg,Key_Insights,Processing_Timestamp1,1-20,20,"{""Financial Services"": 6, ""Technology"": 2, ""Industrials"": 2}","{""startup_loss_making"": 11, ""financial"": 6, ""mature_profitable"": 1, ""cyclical"": 1, ""turnaround"": 1}",-48.9%,"{""D"": 19, ""C"": 1}","{""Very High"": 11, ""Medium"": 8, ""Low"": 1}","{""AVOID"": 10, ""HOLD"": 7, ""SELL"": 2, ""MONITOR"": 1}",,"{""METHOD_DIVERGENCE"": 2}","{""AAL"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (513% range)""], ""AAON"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (1023% range)""]}",0.0%,0,,0,Quality concern: 19/20 stocks rated D; High startup concentration: 11/20; Validation issues: METHOD_DIVERGENCE(2),2025-09-25 18:41:13
12,221-240,20,"{""Technology"": 9, ""Healthcare"": 3, ""Financial Services"": 1}","{""startup_loss_making"": 10, ""mature_profitable"": 4, ""turnaround"": 4, ""financial"": 1}",inf%,"{""D"": 14, ""C"": 4, ""B"": 1}","{""Very High"": 10, ""Low"": 5, ""Medium"": 4}","{""AVOID"": 9, ""SELL"": 4, ""HOLD"": 4, ""SPECULATIVE BUY"": 1, ""BUY"": 1}",,"{""DCF_EXTREME"": 3, ""DCF_QUALITY_MISMATCH"": 2, ""METHOD_DIVERGENCE"": 2}","{""AMCX"": [""DCF_EXTREME: 2941% difference from current price"", ""DCF_QUALITY_MISMATCH: High DCF upside despite poor quality metrics""], ""AMODW"": [""DCF_EXTREME: inf% difference from current price"", ""DCF_QUALITY_MISMATCH: High DCF upside despite poor quality metrics""], ""AMPH"": [""DCF_EXTREME: 351% difference from current price""]}",0.0%,0,,0,"High DCF upside: AMCX, AMODW, AMPH; Quality concern: 14/20 stocks rated D; High startup concentration: 10/20; Validation issues: DCF_EXTREME(3), DCF_QUALITY_MISMATCH(2)",2025-09-25 18:41:13
13,241-260,20,"{""Healthcare"": 4, ""Communication Services"": 3, ""Financial Services"": 2}","{""startup_loss_making"": 11, ""mature_profitable"": 5, ""financial"": 2, ""turnaround"": 1, ""growth_profitable"": 1}",53.6%,"{""D"": 14, ""C"": 5, ""B"": 1}","{""Very High"": 11, ""Low"": 6, ""Medium"": 3}","{""AVOID"": 10, ""SELL"": 5, ""BUY"": 3, ""HOLD"": 1, ""MONITOR"": 1}",,"{""METHOD_DIVERGENCE"": 3, ""DCF_EXTREME"": 1}","{""AMRK"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (1622% range)""], ""AMSC"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (2193% range)""], ""ANDE"": [""DCF_EXTREME: 309% difference from current price"", ""METHOD_DIVERGENCE: Valuation methods highly divergent (828% range)""]}",0.0%,0,,0,"High DCF upside: AMWD, ANDE, ANGI; Quality concern: 14/20 stocks rated D; High startup concentration: 11/20; Validation issues: METHOD_DIVERGENCE(3), DCF_EXTREME(1)",2025-09-25 18:41:13
14,261-280,20,"{""Healthcare"": 7, ""Financial Services"": 5, ""Energy"": 2}","{""startup_loss_making"": 11, ""financial"": 5, ""commodity"": 2, ""turnaround"": 1, ""cyclical"": 1}",-21.5%,"{""D"": 20}","{""Very High"": 11, ""Medium"": 9}","{""AVOID"": 11, ""HOLD"": 5, ""SELL"": 4}",,"{""METHOD_DIVERGENCE"": 3}","{""ANNA"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (6350% range)""], ""ANPA"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (9369% range)""], ""ANSC"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (582% range)""]}",0.0%,0,,0,Quality concern: 20/20 stocks rated D; High startup concentration: 11/20; Validation issues: METHOD_DIVERGENCE(3),2025-09-25 18:41:13
15,281-300,20,"{""Healthcare"": 6, ""Technology"": 4, ""Financial Services"": 2}","{""startup_loss_making"": 10, ""turnaround"": 3, ""financial"": 2, ""mature_profitable"": 2, ""commodity"": 1, ""cyclical"": 1, ""growth_profitable"": 1}",-3.5%,"{""D"": 16, ""C"": 3, ""B"": 1}","{""Very High"": 10, ""Medium"": 6, ""Low"": 4}","{""AVOID"": 9, ""HOLD"": 5, ""SELL"": 3, ""BUY"": 2, ""MONITOR"": 1}",APPF,"{""TECH_EXTREME"": 1, ""METHOD_DIVERGENCE"": 2}","{""APDN"": [""TECH_EXTREME: 1568% technical target seems aggressive""], ""APLD"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (1567% range)""], ""APP"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (1280% range)""]}",0.0%,0,,0,"High DCF upside: APPF; Quality concern: 16/20 stocks rated D; High startup concentration: 10/20; Validation issues: METHOD_DIVERGENCE(2), TECH_EXTREME(1)",2025-09-25 18:41:13
1,1-20,20,"{""Financial Services"": 6, ""Technology"": 2, ""Industrials"": 2}","{""startup_loss_making"": 11, ""financial"": 6, ""mature_profitable"": 1, ""cyclical"": 1, ""turnaround"": 1}",-48.9%,"{""D"": 19, ""C"": 1}","{""Very High"": 11, ""Medium"": 8, ""Low"": 1}","{""AVOID"": 10, ""HOLD"": 7, ""SELL"": 2, ""MONITOR"": 1}",,"{""METHOD_DIVERGENCE"": 2}","{""AAL"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (513% range)""], ""AAON"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (1023% range)""]}",0.0%,0,,0,Quality concern: 19/20 stocks rated D; High startup concentration: 11/20; Validation issues: METHOD_DIVERGENCE(2),2025-09-25 18:45:24
2,21-40,20,"{""Healthcare"": 8, ""Communication Services"": 2, ""Financial Services"": 2}","{""startup_loss_making"": 16, ""financial"": 2, ""turnaround"": 1, ""mature_profitable"": 1}",65.6%,"{""D"": 18, ""C"": 2}","{""Very High"": 16, ""Low"": 2, ""Medium"": 2}","{""AVOID"": 16, ""SELL"": 2, ""HOLD"": 2}",,"{""TECH_EXTREME"": 1, ""METHOD_DIVERGENCE"": 1}","{""ABTS"": [""TECH_EXTREME: 1421% technical target seems aggressive"", ""METHOD_DIVERGENCE: Valuation methods highly divergent (1464% range)""]}",0.0%,0,,0,"High DCF upside: ABNB; Quality concern: 18/20 stocks rated D; High startup concentration: 16/20; Validation issues: TECH_EXTREME(1), METHOD_DIVERGENCE(1)",2025-09-25 18:45:24
3,41-60,20,"{""Healthcare"": 8, ""Financial Services"": 5, ""Technology"": 4}","{""turnaround"": 5, ""financial"": 5, ""mature_profitable"": 4, ""startup_loss_making"": 4, ""commodity"": 1, ""growth_profitable"": 1}",68.2%,"{""D"": 10, ""C"": 5, ""B"": 4, ""A"": 1}","{""Low"": 10, ""Medium"": 6, ""Very High"": 4}","{""HOLD"": 9, ""BUY"": 6, ""AVOID"": 3, ""SELL"": 1, ""MONITOR"": 1}","ACAD, ACFN, ACGL, ACLS, ACMR","{""TECH_EXTREME"": 2, ""METHOD_DIVERGENCE"": 1, ""DCF_QUALITY_MISMATCH"": 1}","{""ABVE"": [""TECH_EXTREME: 411% technical target seems aggressive""], ""ABVX"": [""TECH_EXTREME: 593% technical target seems aggressive"", ""METHOD_DIVERGENCE: Valuation methods highly divergent (61406% range)""], ""ACIU"": [""DCF_QUALITY_MISMATCH: High DCF upside despite poor quality metrics""]}",0.0%,0,,0,"High DCF upside: ACAD, ACDC, ACIU; Validation issues: TECH_EXTREME(2), METHOD_DIVERGENCE(1)",2025-09-25 18:45:24
4,61-80,20,"{""Healthcare"": 11, ""Technology"": 3, ""Basic Materials"": 1}","{""startup_loss_making"": 15, ""mature_profitable"": 3, ""turnaround"": 1, ""financial"": 1}",48.0%,"{""D"": 16, ""C"": 2, ""B"": 2}","{""Very High"": 15, ""Low"": 4, ""Medium"": 1}","{""AVOID"": 15, ""HOLD"": 2, ""BUY"": 2, ""SELL"": 1}",ADBE,{},{},0.0%,0,,0,"High DCF upside: ACNT, ADEA; Quality concern: 16/20 stocks rated D; High startup concentration: 15/20",2025-09-25 18:45:24
5,81-100,20,"{""Healthcare"": 7, ""Industrials"": 7, ""Technology"": 4}","{""startup_loss_making"": 10, ""turnaround"": 5, ""mature_profitable"": 3, ""growth_profitable"": 1, ""cyclical"": 1}",109.2%,"{""D"": 17, ""B"": 2, ""C"": 1}","{""Very High"": 10, ""Medium"": 7, ""Low"": 3}","{""AVOID"": 9, ""SELL"": 4, ""BUY"": 3, ""HOLD"": 3, ""SPECULATIVE BUY"": 1}","ADMA, ADUS","{""METHOD_DIVERGENCE"": 2, ""TECH_EXTREME"": 1}","{""ADN"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (7225% range)""], ""ADTX"": [""TECH_EXTREME: 1285% technical target seems aggressive""], ""ADV"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (995% range)""]}",0.0%,0,,0,"High DCF upside: ADMA, ADP; Quality concern: 17/20 stocks rated D; High startup concentration: 10/20; Validation issues: METHOD_DIVERGENCE(2), TECH_EXTREME(1)",2025-09-25 18:45:24
6,101-120,20,"{""Technology"": 4, ""Industrials"": 3, ""Financial Services"": 3}","{""startup_loss_making"": 6, ""turnaround"": 5, ""financial"": 3, ""reit"": 2, ""growth_profitable"": 2, ""mature_profitable"": 2}",inf%,"{""D"": 15, ""C"": 5}","{""Medium"": 9, ""Very High"": 6, ""Low"": 5}","{""HOLD"": 8, ""AVOID"": 6, ""SELL"": 4, ""BUY"": 2}",,"{""METHOD_DIVERGENCE"": 5, ""TECH_EXTREME"": 1, ""DCF_EXTREME"": 2, ""DCF_QUALITY_MISMATCH"": 2}","{""AEI"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (574% range)""], ""AEMD"": [""TECH_EXTREME: 277% technical target seems aggressive""], ""AENTW"": [""DCF_EXTREME: inf% difference from current price"", ""METHOD_DIVERGENCE: Valuation methods highly divergent (inf% range)""], ""AEYE"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (612% range)""], ""AFCG"": [""DCF_QUALITY_MISMATCH: High DCF upside despite poor quality metrics"", ""METHOD_DIVERGENCE: Valuation methods highly divergent (630% range)""], ""AFRIW"": [""DCF_EXTREME: inf% difference from current price"", ""DCF_QUALITY_MISMATCH: High DCF upside despite poor quality metrics""]}",0.0%,0,,0,"High DCF upside: AENT, AENTW, AFCG; Quality concern: 15/20 stocks rated D; Validation issues: METHOD_DIVERGENCE(5), DCF_EXTREME(2)",2025-09-25 18:45:24
7,121-140,20,"{""Real Estate"": 6, ""Healthcare"": 2, ""Consumer Defensive"": 2}","{""startup_loss_making"": 11, ""reit"": 6, ""mature_profitable"": 2, ""turnaround"": 1}",2480.5%,"{""D"": 17, ""C"": 2, ""B"": 1}","{""Very High"": 11, ""Medium"": 6, ""Low"": 3}","{""AVOID"": 10, ""SELL"": 5, ""BUY"": 2, ""HOLD"": 2, ""MONITOR"": 1}",,"{""DCF_EXTREME"": 2, ""METHOD_DIVERGENCE"": 4, ""TECH_EXTREME"": 1, ""TECH_ANOMALY"": 1}","{""AFYA"": [""DCF_EXTREME: 4127% difference from current price"", ""METHOD_DIVERGENCE: Valuation methods highly divergent (3548% range)""], ""AGIO"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (718% range)""], ""AGMH"": [""DCF_EXTREME: 834% difference from current price"", ""TECH_EXTREME: 230% technical target seems aggressive""], ""AGNCM"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (687% range)""], ""AGNCN"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (707% range)""]}",0.0%,0,,0,"High DCF upside: AFYA, AGMH; Quality concern: 17/20 stocks rated D; High startup concentration: 11/20; Validation issues: METHOD_DIVERGENCE(4), DCF_EXTREME(2)",2025-09-25 18:45:24
8,141-160,20,"{""Technology"": 5, ""Healthcare"": 4, ""Consumer Cyclical"": 2}","{""startup_loss_making"": 12, ""turnaround"": 4, ""growth_profitable"": 1, ""mature_profitable"": 1, ""financial"": 1, ""reit"": 1}",48.6%,"{""D"": 18, ""C"": 2}","{""Very High"": 12, ""Medium"": 6, ""Low"": 2}","{""AVOID"": 12, ""HOLD"": 4, ""SELL"": 3, ""BUY"": 1}",,"{""METHOD_DIVERGENCE"": 4, ""TECH_EXTREME"": 2}","{""AHG"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (5050% range)""], ""AIFU"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (4617% range)""], ""AIHS"": [""TECH_EXTREME: 213% technical target seems aggressive""], ""AIIO"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (9867% range)""], ""AIRE"": [""TECH_EXTREME: 209% technical target seems aggressive"", ""METHOD_DIVERGENCE: Valuation methods highly divergent (2840% range)""]}",0.0%,0,,0,"High DCF upside: AHCO, AIHS; Quality concern: 18/20 stocks rated D; High startup concentration: 12/20; Validation issues: METHOD_DIVERGENCE(4), TECH_EXTREME(2)",2025-09-25 18:45:24
9,161-180,20,"{""Technology"": 6, ""Industrials"": 5, ""Healthcare"": 5}","{""startup_loss_making"": 11, ""turnaround"": 5, ""mature_profitable"": 2, ""growth_profitable"": 1, ""reit"": 1}",54.6%,"{""D"": 15, ""C"": 4}","{""Very High"": 10, ""Medium"": 5, ""Low"": 4}","{""AVOID"": 9, ""HOLD"": 4, ""SELL"": 3, ""BUY"": 2, ""SPECULATIVE BUY"": 1}",,"{""COMP_PE_MISMATCH"": 2, ""DCF_QUALITY_MISMATCH"": 2, ""METHOD_DIVERGENCE"": 1}","{""AIRJ"": [""COMP_PE_MISMATCH: High comparable target despite elevated PE ratio""], ""AIRT"": [""DCF_QUALITY_MISMATCH: High DCF upside despite poor quality metrics""], ""AIRTP"": [""DCF_QUALITY_MISMATCH: High DCF upside despite poor quality metrics"", ""COMP_PE_MISMATCH: High comparable target despite elevated PE ratio""], ""ALAB"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (6179% range)""]}",0.0%,0,,0,"High DCF upside: AIRT, AIRTP, AKAM; Quality concern: 15/20 stocks rated D; High startup concentration: 11/20; Validation issues: COMP_PE_MISMATCH(2), DCF_QUALITY_MISMATCH(2)",2025-09-25 18:45:24
10,181-200,20,"{""Financial Services"": 8, ""Healthcare"": 7, ""Technology"": 2}","{""financial"": 8, ""startup_loss_making"": 7, ""turnaround"": 3, ""mature_profitable"": 2}",5.6%,"{""D"": 17, ""C"": 2, ""B"": 1}","{""Medium"": 10, ""Very High"": 7, ""Low"": 3}","{""HOLD"": 7, ""AVOID"": 6, ""SELL"": 5, ""MONITOR"": 1, ""BUY"": 1}",ALKS,"{""METHOD_DIVERGENCE"": 2}","{""ALGM"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (7376% range)""], ""ALKT"": [""METHOD_DIVERGENCE: Valuation methods highly divergent (1447% range)""]}",0.0%,0,,0,High DCF upside: ALKS; Quality concern: 17/20 stocks rated D; High startup concentration: 7/20; Validation issues: METHOD_DIVERGENCE(2),2025-09-25 18:45:24
